No	Judul Tesis	Klasifikasi	Skor	Keywords	Klasifikasi_2	Skor_2	Keywords_2	Perlu_Review
441	PERANCANGAN SISTEM OPERABILITAS 9E-1M UNTUK PENERAPAN LEAN HOSPITAL DI POLIKLINIK PENYAKIT DALAM RSAU Dr. M. SALAMUN BANDUNG	Sistem Manufaktur	1	lean		0		False
446	PENGEMBANGAN MODEL ROBUST CELLULAR MANUFACTURING SYSTEM DENGAN MEMPERTIMBANGKAN LOT SPLITTING	Sistem Manufaktur	2	manufacturing		0		False
447	PERFORMANCE ANALYSIS OF INDONESIA'S MANUFACTURING SECTOR WITH DATA ENVELOPMENT ANALYSIS AND GROWTH ACCOUNTING	Sistem Manufaktur	2	manufacturing	Sistem Industri dan Rantai Nilai	1	growth	True
456	MODEL PENJADWALAN PAINTSHOP PADA INDUSTRI PERAKITAN SEPEDA MOTOR	Sistem Manufaktur	5	perakitan;penjadwalan;industri		0		False
458	PENGEMBANGAN MODEL RETENSI PELANGGAN PADA INDUSTRI TELEKOMUNIKASI FIXED BROADBAND	Sistem Manufaktur	1	industri	Manajemen Industri	1	pelanggan	True
464	PERBAIKAN SISTEM KERJA DI APOTEK RAWAT JALAN RSAU.dr.M. SALAMUN BANDUNG DENGAN PENDEKATAN LEAN HOSPITAL DAN SISTEM OPERABILITAS 8E-1M	Sistem Manufaktur	1	lean		0		False
470	INVENTORY STRATEGY FOR FINITE PLANNING HORIZON CONSIDERING LOST SALES AND SERVICE LEVEL	Sistem Manufaktur	2	inventory	Manajemen Industri	2	strategy;service	True
471	PENGEMBANGAN MODEL PENILAIAN SUSTAINABLE SUPPLY CHAIN MANAGEMENT (SSCM) INDUSTRI BATIK	Sistem Manufaktur	3	supply chain;industri	Manajemen Industri	3	supply chain management;management	True
475	PENGEMBANGAN MODEL SWITCHING INTENTION PADA INDUSTRI HOTEL BINTANG DI KOTA BANDUNG	Sistem Manufaktur	1	industri		0		False
480	ANALISIS KEBIJAKAN MAINTENANCE FIX MATERIAL HANDLING SYSTEM	Sistem Manufaktur	3	material handling;maintenance	Sistem Industri dan Rantai Nilai	1	kebijakan	False
487	METODOLOGI PANDUAN DAN POSITIONING PRODUK BARU DENGAN TEKNIK MULTIVARIAT	Sistem Manufaktur	1	produk		0		False
490	MODEL DAN ALGORITMA SIMULATED ANNEALING UNTUK MASALAH PENJEMPUTAN DAN PENGANTARAN DENGAN MEMPERTIMBANGKAN STRATEGI-STRATEGI PENGIRIMAN LANGSUNG DAN GUDANG TRANSIT	Sistem Manufaktur	2	gudang	Sistem Industri dan Rantai Nilai	1	strategi	True
492	PENGEMBANGAN MODEL PENGARUH PRAKTIK INOVATIF DAN INOVASI PRODUK TERHADAP PERFORMANSI INDUSTRI KECIL DAN MENENGAH (IKM) PAKAIAN MUSLIM DI BANDUNG	Sistem Manufaktur	2	industri;produk	Manajemen Industri	2	inovasi	True
494	ANALISIS DAMPAK SUPPLY CHAIN INTEGRATION DAN KNOWLEDGE-BASED DYNAMIC CAPABILITIES TERHADAP SUPPLY CHAIN PERFORMANCE	Sistem Manufaktur	2	supply chain	Manajemen Industri	1	performance	True
498	PERFORMANCE ANALYSIS OF INDONESIA����������S MANUFACTURING SECTOR WITH DATA ENVELOPMENT ANALYSIS AND GROWTH ACCOUNTING	Sistem Manufaktur	2	manufacturing	Sistem Industri dan Rantai Nilai	1	growth	True
499	INTEGRATING LEAN PRODUCTION AND DISPATCHING RULES TO MINIMIZE CYCLE TIME AND EARLINESS	Sistem Manufaktur	1	lean		0		False
502	MODEL HUBUNGAN PERFORMANSI PERUSAHAAN MANUFAKTUR DENGAN FAKTOR HAMBATAN MASUK (Studi Kasus Pada Perusahaan Manufaktur di Bursa Efek Indonesia)	Sistem Manufaktur	2	manufaktur		0		False
505	GOOD MANUFACTURING PRACTICES (GMP) INFLUENCE ON PRODUCT STANDARD COMPLIANCE IN SMALL AND MEDIUM FOOD INDUSTRY IN INDONESIA - TOFU INDUSTRY AS AN EXAMPLE	Sistem Manufaktur	2	manufacturing	Sistem Industri dan Rantai Nilai	1	standard	True
506	RESUBMITTED LOTS WITH SINGLE SAMPLING PLAN BY ATTRIBUTES UNDER THE CONDITIONS OF ZERO TRUNCATED POISSON DISTRIBUTION	Sistem Manufaktur	2	sampling plan		0		False
511	EVALUASI PERFORMANSI TATA LETAK FRAKTAL DAN TATA LETAK TERDISTRIBUSI DENGAN PENDEKATAN SIMULASI	Sistem Manufaktur	1	simulasi		0		False
512	INTEGRATION OF LEAN SERVICE AND THE THEORY OF CONSTRAINTS TO REDUCE THE THROUGHPUT TIME: A TESTING LABORATORY CASE IN THE PUBLIC SERVICE OF INDONESIA	Sistem Manufaktur	1	lean	Manajemen Industri	1	service	True
514	PERANCANGAN MODEL BPI (BUSINESS PROCESS IMPROVEMENT) (Studi Kasus : BNI 1946 Cabang ITB Tamansari Bandung)	Sistem Manufaktur	2	process improvement	Manajemen Industri	2	business process	True
519	PERANCANGAN MODEL SISTEM MANAJEMEN TERINTEGRASI BERDASAR ISO/IEC 17065, ISO/IEC 17024 DAN ISO/IEC 17025 STUDI KASUS DI BALAI BESAR LOGAM DAN MESIN	Sistem Manufaktur	1	mesin	Sistem Industri dan Rantai Nilai	1	ISO	True
522	PENGEMBANGAN MODEL DINAMIS SISTEM RANTAI PASOK 4-ESELON (Studi Kasus Sistem Distribusi Pupuk Urea Bersubsidi PT. Pupuk Kujang)	Sistem Manufaktur	4	rantai pasok;distribusi		0		False
525	USULAN PERBAIKAN PERFORMANSI SISTEM DISTRIBUSI PADA PT ANTAR MITRA SEMBADA BANDUNG (PT AMS)	Sistem Manufaktur	2	distribusi		0		False
530	PERANCANGAN KEBIJAKAN PENGEMBANGAN SUMBER DAYA MANUSIA DI PT LEN INDUSTRI DENGAN PENDEKATAN DINAMIKA SISTEM	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	kebijakan	True
534	PENGEMBANGAN MODEL SERVICE QUALITY PADA INDUSTRI OTOMOTIF	Sistem Manufaktur	1	industri	Manajemen Industri	1	service	True
536	PENGEMBANGAN METODE AXIOMATIC GREEN UNTUK GREEN IMPROVEMENT (STUDI KASUS: PERANCANGAN PARAMETER NEAR-DRY MACHINING DI PT. STALION)	Sistem Manufaktur	2	machining	Sistem Industri dan Rantai Nilai	1	green	True
540	A MATHEURISTIC SAMPLING APPROACH FOR LOCATION INVENTORY ROUTING PROBLEM	Sistem Manufaktur	2	inventory		0		False
545	INVENTORY STRATEGY FOR FINITE PLANNING HORIZON CONSIDERING LOST SALES AND SERVICE LEVEL	Sistem Manufaktur	2	inventory	Manajemen Industri	2	strategy;service	True
549	RENCANA SAMPLING ATRIBUT BERGANDA UNTUK DISTRIBUSI BINOMIAL NEGATIF ZERO-INFLATED PADA INDUSTRI MAKANAN	Sistem Manufaktur	5	distribusi;rencana sampling;industri		0		False
552	ANALISIS FAKTOR-FAKTOR YANG MEMPENGARUHI PENERIMAAN PETANI TERHADAP SISTEM RESI GUDANG KARET	Sistem Manufaktur	2	gudang	Sistem Industri dan Rantai Nilai	2	karet	True
556	VENDOR MANAGED INVENTORY WITH CONSIGNMENT FOR DETERIORATING ITEMS IN THREE ECHELONSUPPLY CHAIN	Sistem Manufaktur	2	inventory	Manajemen Industri	2	vendor	True
557	KEEFEKTIFAN TRANSFER PENGETAHUAN DARI BALAI BESAR INDUSTRI KE INDUSTRI KECIL DAN MENENGAH	Sistem Manufaktur	1	industri		0		False
559	PENENTUAN KEBIJAKAN PRODUKSI DAN DISTRIBUSI PADA SISTEM RANTAI PRODUKSI PUSH-PULL DENGAN PENGGUNAAN SUPPLY HUB SEBAGAI JUNCTION POINT	Sistem Manufaktur	3	distribusi;produksi	Sistem Industri dan Rantai Nilai	1	kebijakan	False
560	RESUBMITTED LOTSWITH SINGLE SAMPLING PLAN BY ATTRIBUTES UNDER THE CONDITIONS OF POISSON DISTRIBUTION	Sistem Manufaktur	2	sampling plan		0		False
563	MODEL PENJADWALAN BATCH PADA FLOW SHOP DENGAN MESIN TERDETERIORASI YANG MEMROSES MULTI ITEM DENGAN DUE DATE TUNGGAL UNTUK MEMINIMUMKAN TOTAL WAKTU TINGGAL AKTUAL	Sistem Manufaktur	3	penjadwalan;mesin		0		False
564	AN INTEGRATED FRAMEWORK OF LEAN, SIX SIGMA, AND RISK MANAGEMENT FOR CONTINUOUS IMPROVEMENT IN INDUSTRY	Sistem Manufaktur	3	six sigma;lean	Manajemen Industri	3	continuous improvement;management	True
573	&#65279;nci: acceptance sampling plan, double sampling plan by attributes, zero Poisson, industri makanan	Sistem Manufaktur	3	sampling plan;industri	Sistem Informasi dan Keputusan	2	acceptance	True
577	PENGEMBANGAN MODEL SISTEM PERSEDIAAN PENYANGGA KOMODITI IKAN LAUT TANGKAP	Sistem Manufaktur	2	persediaan	Sistem Industri dan Rantai Nilai	2	komoditi	True
578	ANALISIS PENGARUH VARIABEL-VARIABEL FUNDAMENTAL DAN TEKNIKAL TERHADAP HARGA SAHAM MENGGUNAKAN STRUCTURAL EQUATION MODELING (STUDI KASUS PADA INDUSTRI PERBANKAN YANG TELAH GO PUBLIC DI BURSA EFEK JAKARTA)	Sistem Manufaktur	1	industri		0		False
580	INTEGRASI RENCANA PENGADAAN BAHAN BAKU DAN RENCANA PRODUKSI PADA INDUSTRI GULA KRISTAL RAFINASI	Sistem Manufaktur	2	produksi;industri	Manajemen Industri	2	pengadaan	True
582	PEMECAHAN MASALAH LINTASAN TERPENDEK DENGAN JENDELA WAKTU (TIME WINDOW) UNTUK PRODUK PERISHABLE	Sistem Manufaktur	1	produk		0		False
584	PENGEMBANGAN MODEL PENJADWALAN ARMADA PENGANGKUTAN BAHAN BAKU DAUN KAYU PUTIH DI KPH YOGYAKARTA	Sistem Manufaktur	2	penjadwalan		0		False
586	PERANCANGAN MODEL KESESUAIAN KOMPONEN TEKNOLOGI (TECHNOWARE) INDUSTRI TERHADAP PEMENUHAN STANDAR PRODUK	Sistem Manufaktur	2	industri;produk	Sistem Industri dan Rantai Nilai	1	standar	True
587	METODE PEMILIHAN TIPE KERJA SAMA PENGELOLAAN PUSAT DISTRIBUSI REGIONAL (PDR) BERBASIS MULTI CRITERIA DECISION MAKING	Sistem Manufaktur	2	distribusi	Manajemen Industri	2	decision making	True
592	MODEL PENJADWALAN MULTI-STAGES HYBRID FLOW SHOP DENGAN MENGGUNAKAN METODE LOT STREAMING	Sistem Manufaktur	2	penjadwalan		0		False
593	PENGEMBANGAN MODEL SUMBER-SUMBER INOVASI DAN PENGARUHNYA TERHADAP KAPABILITAS INOVASI PERUSAHAAN STUDI KASUS INDUSTRI KECIL DAN MENENGAH TEKSTIL DAN PRODUK TEKSTIL DI KABUPATEN BANDUNG TIMUR	Sistem Manufaktur	2	industri;produk	Manajemen Industri	2	inovasi	True
599	PENGEMBANGAN MODEL PERHITUNGAN MANFAAT FINANSIAL SISTEM RESI GUDANG UNTUK KOMODITAS BAWANG MERAH	Sistem Manufaktur	2	gudang	Sistem Industri dan Rantai Nilai	2	komoditas	True
601	PERANCANGAN MODEL KUALITAS PELAYANAN PADA PENDIDIKAN TINGGI (Studi di Unit Pendidikan Milik Kementerian Perindustrian, Pendidikan Teknologi Kimia Industri - Medan)	Sistem Manufaktur	1	industri	Manajemen Industri	1	pelayanan	True
603	LMODEL STABILISASI PASOKAN DAN HARGA BAHAN BAKU INDUSTRI KARAGINAN	Sistem Manufaktur	1	industri		0		False
605	MODEL PENJADWALAN BATCH PADA BATCH PROCESSOR TUNGGAL DENGAN WAKTU PROSES BATCH TIDAK KONSTAN UNTUK MEMINIMASI TOTAL WAKTU TINGGAL AKTUAL	Sistem Manufaktur	2	penjadwalan		0		False
606	PEMANFAATAN SISTEM RESI GUDANG DALAM PENGELOLAAN CADANGAN PENYANGGA GARAM	Sistem Manufaktur	2	gudang		0		False
611	MODEL PENJADWALAN BATCH PADA SINGLE ITEM FLOW SHOP DENGAN MEMPERTIMBANGKAN DETERIORASI MESIN UNTUK MEMINIMASI TOTAL WAKTU TINGGAL AKTUAL	Sistem Manufaktur	3	penjadwalan;mesin		0		False
612	PERENCANAAN DISTRIBUSI BERAS ANTAR DOLOG DENGAN MODEL TRANSPORTASI	Sistem Manufaktur	2	distribusi		0		False
614	PENGEMBANGAN ALAT LEAN ASSESSMENT UNTUK MENGUKUR PENERAPAN LEAN DI RUMAH SAKIT BERSALIN	Sistem Manufaktur	1	lean		0		False
616	PERANCANGAN MODEL PENGUKURAN KINERJA PADA BALAI PENDIDIKAN DAN PELATIHAN INDUSTRI	Sistem Manufaktur	1	industri	Manajemen Industri	1	kinerja	True
617	MODEL PENENTUAN JUMLAH DAN LOKASI GUDANG DISTRIBUTOR PUPUK UREA BERSUBSIDI DENGAN MEMPERTIMBANGKAN PROSEDUR TRANSFER (STUDI KASUS DI KABUPATEN PURWAKARTA)	Sistem Manufaktur	2	gudang		0		False
625	MULTI-ITEM AND MULTI-LEVEL INVENTORY MANAGEMENT WITH TRANSPORTATION CAPACITY CONSTRAINT	Sistem Manufaktur	4	inventory;transportation	Manajemen Industri	1	management	False
638	PENGEMBANGAN INSTRUMEN SELF-ASSESSMENT INSTITUSI PENGELOLA KLASTER INDUSTRI BERDASARKAN KONSEP CLUSTER SUPPLY CHAIN	Sistem Manufaktur	3	supply chain;industri		0		False
642	ANALISIS JALUR DISTRIBUSI MINYAK ATSIRI DENGAN MODEL INPUT OUTPUT (STUDI KASUS: IKM MINYAK ATSIRI AKAR WANGI DI KABUPATEN GARUT)	Sistem Manufaktur	2	distribusi		0		False
647	MODEL PENGUKURAN KINERJA TRANSFORMASI GREEN MANUFACTURING	Sistem Manufaktur	2	manufacturing	Manajemen Industri	2	kinerja;transformasi	True
649	INTEGRASI METODE TAGUCHI DAN BACKPROPAGATION NETWORK (BPN) STUDI KASUS: PENENTUAN PARAMETER OPTIMAL PADA PENGOLAHAN PRODUK PERMEN COKELAT	Sistem Manufaktur	1	produk		0		False
650	MODEL RANCANGAN LINTASAN PERAKITAN DENGAN MEMPERTIMBANGKAN PERMINTAAN YANG FLUKTUATIF	Sistem Manufaktur	2	perakitan		0		False
651	ANALISIS STRUKTUR INDUSTRI KECIL DAN MENENGAH KOMPONEN OTOMOTIF DI JABOTABEK DENGAN MENGGUNAKAN MODEL LIMA KEKUATAN BERSAING PORTER	Sistem Manufaktur	1	industri		0		False
653	PENGEMBANGAN MODEL PENENTUAN LOKASI PUSAT DISTRIBUSI DI INDONESIA	Sistem Manufaktur	2	distribusi		0		False
654	ANALISIS PERBAIKAN KINERJA RANTAI PASOK MELALUI PENGURANGAN WAKTU TUNDA ALIRAN MATERIAL DAN INFORMASI DENGAN METODOLOGI DINAMIKA SISTEM	Sistem Manufaktur	2	rantai pasok	Manajemen Industri	1	kinerja	True
663	PENGEMBANGAN MODEL PENGENDALIAN PERSEDIAAN PADA SISTEM RANTAI PASOK 3-ESELON BERBASIS SISTEM MULTI AGEN	Sistem Manufaktur	4	rantai pasok;persediaan		0		False
665	PENGEMBANGAN MODEL PEMENUHAN KEBUTUHAN TEPUNG TERIGU DI KAWASAN TIMUR INDONESIA DENGAN PENENTUAN JUMLAH DAN LOKASI PABRIK BARU	Sistem Manufaktur	1	pabrik		0		False
666	PENGEMBANGAN MODEL PERENCANAAN PRODUKSI DALAM LINGKUP MULTI-PLANT COLLABORATIVE MANUFACTURING DI PT LG ELECTRONIC INDONESIA	Sistem Manufaktur	3	manufacturing;produksi		0		False
667	INTERVAL PENGGANTIAN PREVENTIF OPTIMAL SELAMA WAKTU DELAY DENGAN MEMPERTIMBANGKAN BEBAN OPERASI MESIN	Sistem Manufaktur	1	mesin		0		False
668	STRATEGI IMPERFECT REPAIR UNTUK GARANSI DUA DIMENSI BERBASIS LAJU PENGGUNAAN PRODUK	Sistem Manufaktur	1	produk	Sistem Industri dan Rantai Nilai	1	strategi	True
672	PENGEMBANGAN MODEL ROBUST DAN REDESIGNING CELLULAR MANUFACTURING SYSTEM YANG MEMPERTIMBANGKAN FLEKSIBILITAS ROUTING, BIAYA SETUP, DAN PERUBAHAN DEMAND	Sistem Manufaktur	2	manufacturing	Manajemen Industri	2	perubahan;biaya	True
674	PENYUSUNAN STRATEGI PENGEMBANGAN INDUSTRI DAN PERDAGANGAN PANGAN DI KAWASAN PURWASUKA	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	strategi	True
684	PENGEMBANGAN METODE PERKIRAAN BIAYA PRODUK BERBASIS ACTIVITY-BASED COSTING DAN ECONOMIC VALUE ADDED UNTUK PRODUK BLANKING DAN BENDING DIE	Sistem Manufaktur	1	produk	Sistem Industri dan Rantai Nilai	1	economic	True
685	PERANCANGAN MODEL PENGUKURAN KINERJA PADA BALAI PENDIDIKAN DAN PELATIHAN INDUSTRI (STUDI KASUS: BALAI DIKLAT INDUSTRI REGIONAL V SURABAYA)	Sistem Manufaktur	1	industri	Manajemen Industri	1	kinerja	True
695	MODEL PENINGKATAN KEANDALAN PRODUK DENGAN MEMPERTIMBANGKAN ONGKOS KETIDAKPUASAN KONSUMEN	Sistem Manufaktur	1	produk	Manajemen Industri	1	konsumen	True
701	PENGARUH DYNAMIC CAPABILITIES TERHADAP BUSINESS INTELLIGENCE MATURITY LEVEL DAN DAMPAKNYA PADA SUPPLY CHAIN PERFORMANCE	Sistem Manufaktur	2	supply chain	Sistem Informasi dan Keputusan	2	business intelligence	True
702	PENGARUH DYNAMIC CAPABILITIES TERHADAP BUSINESS INTELLIGENCE MATURITY LEVEL DAN DAMPAKNYA PADA SUPPLY CHAIN PERFORMANCE	Sistem Manufaktur	2	supply chain	Sistem Informasi dan Keputusan	2	business intelligence	True
704	PENGEMBANGAN MODEL PENGUKURAN KINERJA SISTEM RANTAI PASOK HILIR PRODUK BERSUBSIDI DENGAN SISTEM DISTRIBUSI TERTUTUP (STUDI KASUS PADA SISTEM DISTRIBUSI LPG 3 KG)	Sistem Manufaktur	5	rantai pasok;distribusi;produk	Manajemen Industri	1	kinerja	False
706	MODEL PERSEDIAAN PENYANGGA KOMODITI GULA PASIR DENGAN MENGGUNAKAN INSTRUMEN RESI GUDANG YANG MEMPERTIMBANGKAN DETERIORASI PRODUK	Sistem Manufaktur	5	persediaan;gudang;produk	Sistem Industri dan Rantai Nilai	2	komoditi	False
714	PENGEMBANGAN MODEL PERTUMBUHAN SEKTOR INDUSTRI KOMPONEN ELEKTRONIKA (KBLI 321) DENGAN PENDEKATAN DINAMIKA SISTEM	Sistem Manufaktur	1	industri	Sistem Industri dan Rantai Nilai	1	pertumbuhan	True
717	RANCANGAN DISTRIBUSI GULA DENGAN METODE VALUE STREAM MAPPING DAN ANALYTIC HIERARCHY PROCESS	Sistem Manufaktur	2	distribusi	Sistem Industri dan Rantai Nilai	2	value stream	True
718	ANALISIS FAKTOR-FAKTOR PENDUKUNG PROSES IMPLEMENTASI SIX SIGMA Studi Kasus : PT General Electric Lighting Indonesia	Sistem Manufaktur	2	six sigma	Ergonomi dan Rekayasa Kerja	2	lighting	True
719	PENGEMBANGAN MODEL PERHITUNGAN MANFAAT FINANSIAL SISTEM RESI GUDANG UNTUK KOMODITAS BAWANG MERAH	Sistem Manufaktur	2	gudang	Sistem Industri dan Rantai Nilai	2	komoditas	True
721	USULAN RANCANGAN KEBIJAKAN DISTRIBUSI MINYAKITA DI INDONESIA UNTUK MENINGKATKAN KEMAMPUAN MENJAGA STABILITAS HARGA	Sistem Manufaktur	2	distribusi	Sistem Industri dan Rantai Nilai	1	kebijakan	True
722	MODEL PENENTUAN HARGA JUAL DAN JUMLAH PRODUKSI MINYAK NILAM DI KABUPATEN SLEMAN	Sistem Manufaktur	1	produksi		0		False
725	MODEL INPUT OUTPUT DENGAN DIMENSI UNSUR PENCEMARAN UDARA SEBAGAI DASAR STRATEGI PENGEMBANGAN INDUSTRI MANUFAKTUR	Sistem Manufaktur	3	manufaktur;industri	Sistem Industri dan Rantai Nilai	1	strategi	False
730	PENGEMBANGAN MODEL DISTRIBUSI PRODUK HASIL PERTANIAN DALAM SISTEM LOGISTIK PEDESAAN DENGAN MEMPERTIMBANGKAN ONGKOS TAHUNAN	Sistem Manufaktur	5	logistik;distribusi;produk		0		False
731	PENGEMBANGAN MODEL PENGUKURAN KINERJA SISTEM RANTAI PASOK	Sistem Manufaktur	2	rantai pasok	Manajemen Industri	1	kinerja	True
741	PENGEMBANGAN MODEL KEPUTUSAN BERBASIS PENDEKATAN SUPPORT VECTOR MACHINES (Studi Kasus: Manajemen Churn pada Industri Telekomunikasi)	Sistem Manufaktur	1	industri	Manajemen Industri	1	manajemen	True
743	PENGEMBANGAN MODEL PENENTUAN UKURAN LOT PESANAN UNTUK PERMASALAHAN MULTI SUPPLIER DALAM LINGKUP COLLABORATIVE MANUFACTURING	Sistem Manufaktur	2	manufacturing	Manajemen Industri	2	supplier	True
744	ANALISIS PENGARUH KARAKTERISTIK REGIONAL TERHADAP EFISIENSI TEKNIS: Studi kasus pada Industri Manufaktur kategori Industri Ringan Di Indonesia Tahun 1995-1997	Sistem Manufaktur	3	manufaktur;industri		0		False
745	PEMETAAN SISTEM ORGANISASI SEBAGAI REFLEKSI BUDAYA KESELAMATAN KERJA (SAFETY CULTURE) INDUSTRI MANUFAKTUR INDONESIA	Sistem Manufaktur	3	manufaktur;industri	Ergonomi dan Rekayasa Kerja	2	keselamatan;safety	True
748	PENGEMBANGAN MODEL PEMILIHAN PROSES DENGAN MEMPERHATIKAN ASPEK DISAIN DAN COST OF CONFORMANCE PADA SISTEM MANUFAKTUR BERBASIS PESANAN	Sistem Manufaktur	2	manufaktur	Manajemen Industri	1	cost	True
749	PENGEMBANGAN MODEL OPTIMISASI PERBAIKAN KUALITAS PADA SISTEM PRODUKSI MULTI-TAHAP	Sistem Manufaktur	1	produksi		0		False
751	MODEL SIKLUS PERSEDIAAN OPTIMAL GABUNGAN UNTUK PRODUK YANG MENGALAMI DETERIORASI DENGAN MENGIZINKAN PENUNDAAN DALAM PEMBAYARAN	Sistem Manufaktur	3	persediaan;produk		0		False
755	STRATEGI PERBAIKAN - PENGGANTIAN BERDASARKAN LAJU PENGGUNAAN DAN UMUR PRODUK UNTUK GARANSI DUA DIMENSI	Sistem Manufaktur	1	produk	Sistem Industri dan Rantai Nilai	1	strategi	True
756	MODEL OPTIMISASI PEMILIHAN PROSES PADA SISTEM MANUFAKTUR BERBASIS PESANAN DENGAN MEMPERHATIKAN APPRAISAL COST Studi Kasus : Produk Crimper	Sistem Manufaktur	3	manufaktur;produk	Manajemen Industri	1	cost	False
758	MODEL OPTIMISASI PENENTUAN TOLERANSI DAN PEMILIHAN MESIN YANG MEMPERHITUNGKAN UTILITAS PRODUK	Sistem Manufaktur	2	produk;mesin		0		False
759	ANALISIS PENGGANDA DAN JALUR STRUKTURAL SEKTOR-SEKTOR LOGISTIK DALAM KERANGKA SISTEM NERACA SOSIAL EKONOMI (SNSE) INDONESIA	Sistem Manufaktur	2	logistik	Sistem Industri dan Rantai Nilai	1	ekonomi	True
761	PERBAIKAN MODEL EVALUASI LOKASI PERAKITAN PADA PERENCANAAN PERAKITAN MULTI-PLANT	Sistem Manufaktur	2	perakitan		0		False
763	PERANCANGAN SECARA EKONOMIS UNTUK PETA KENDALI X DOUBLE SAMPLING 2 BATAS KENDALI	Sistem Manufaktur	2	peta kendali		0		False
765	KAPASITAS AEROBIK MAKSIMUM DAN PERSAMAAN PREDIKSI KONSUMSI OKSIGEN PADA PEREMPUAN PEKERJA INDUSTRI	Sistem Manufaktur	1	industri	Manajemen Industri	1	prediksi	True
766	MODEL PEMILIHAN KOMPONEN PADA RANCANGAN PRODUK DALAM TAHAP PERANCANGAN FISIK PRODUK (PRODUCT EMBODIMENT DESIGN)	Sistem Manufaktur	1	produk		0		False
767	IDENTIFIKASI FAKTOR-FAKTOR YANG MEMPENGARUHI PENGAMBILAN KEPUTUSAN DAN PEMILIHAN PENYEDIA JASA OUTSOURCING LOGISTIK	Sistem Manufaktur	2	logistik	Manajemen Industri	2	pengambilan keputusan	True
772	MODEL ECONOMIC MANUFACTURING QUANTITY DENGAN MEMPERTIMBANGKAN PERBAIKAN PROSES PRODUKSI	Sistem Manufaktur	3	manufacturing;produksi	Sistem Industri dan Rantai Nilai	1	economic	False
773	PERANCANGAN ALGORITMA DAN SOFTWARE RESCHEDULING: Pengembangan Algoritma Dasar Penjadwalan Metoda Backward dan Metoda Forward, dengan Menggunakan Data Base Management System	Sistem Manufaktur	2	penjadwalan	Manajemen Industri	1	management	True
775	PERANCANGAN MODEL PENINJAUAN KURIKULUM BERBASIS QUALITY FUNCTION DEPLOYMENT (QFD) (STUDI KASUS PADA JURUSAN TEKNIK INDUSTRI ITB)	Sistem Manufaktur	1	industri	Sistem Informasi dan Keputusan	1	deployment	True
779	PERANCANGAN PROTOTIPE OTOMASI SISTEM PENGENDALIAN KUALITAS PROSES PENGISIAN MINUMAN RINGAN	Sistem Manufaktur	4	otomasi;pengendalian kualitas		0		False
783	PENGEMBANGAN MODEL KEPUTUSAN BERBASIS INTEGRASI METODE SIX SIGMA DAN ANALYTIC HIERARCHY PROCESS (AHP) (STUDI KASUS DI BAGIAN DRUM PLANT PERTAMINA UP IV CILACAP)	Sistem Manufaktur	2	six sigma	Manajemen Industri	2	AHP	True
787	ANALISIS JALUR DISTRIBUSI MINYAK ATSIRI DENGAN MODEL INPUT OUTPUT (STUDI KASUS: IKM MINYAK ATSIRI AKAR WANGI DI KABUPATEN GARUT)	Sistem Manufaktur	2	distribusi		0		False
788	MODEL PENENTUAN PANJANG TIME WINDOW PADA PENJADWALAN JOB SHOP DINAMIK	Sistem Manufaktur	2	penjadwalan		0		False
790	MENENTUKAN VARIABEL VARIABEL YANG PALING BERPENGARUH TERHADAP PENJUALAN INDUSTRI GENTENG JATIWANGI CIREBON	Sistem Manufaktur	1	industri		0		False
792	PENGEMBANGAN MODEL PENJADWALAN BATCH CHEMICAL PROCESS INDUSTRY MULTIPRODUCT DENGAN JARINGAN SYARAF TIRUAN HOPFIELD	Sistem Manufaktur	2	penjadwalan	Sistem Industri dan Rantai Nilai	1	jaringan	True
797	ANALISIS KONTRIBUSI TEKNOLOGI PADA INDUSTRI [Studi Kasus : Industri Kecil dan Menengah (IKM) Komponen Elektronika]	Sistem Manufaktur	1	industri		0		False
798	PENJADWALAN BATCH EKONOMIS UNTUK PRODUK N KOMPONEN PADA SISTEM PRODUKSI FLOW SHOP DENGAN PENINGKATAN KAPASITAS PRODUKSI	Sistem Manufaktur	4	penjadwalan;produksi;produk		0		False
799	MODEL PENJADWALAN BATCH PADA FLOW SHOP TIGA TAHAP DENGAN KELOMPOK MESIN HETEROGEN UNTUK MEMINIMASI TOTAL WAKTU TINGGAL AKTUAL	Sistem Manufaktur	3	penjadwalan;mesin		0		False
803	SEKTOR INDUSTRI KOMPONEN ELEKTRONIKA (KBLI 321) DENGAN PENDEKATAN DINAMIKA SISTEM	Sistem Manufaktur	1	industri		0		False
809	PERANCANGAN PETA KENDALI DOUBLE SAMPLING X DUA BATAS KENDALI DENGAN TUJUAN MINIMASI EKSPEKTASI UKURAN SAMPEL	Sistem Manufaktur	2	peta kendali		0		False
810	MODEL PENJADWALAN PEMETIKAN DENGAN PENDEKATAN PROGRAMA DINAMIS MINIMASI BIAYA PEMETIKAN	Sistem Manufaktur	2	penjadwalan	Manajemen Industri	1	biaya	True
814	PENGEMBANGAN METODE PENGENDALIAN PERSEDIAAN BERAS DAN APLIKASINYA UNTUK SUB DOLOG WILAYAH IV BANYUMAS	Sistem Manufaktur	2	persediaan		0		False
