No	Judul Tesis	Klasifikasi	Skor	Keywords	Klasifikasi_2	Skor_2	Keywords_2	Perlu_Review
740	KAJIAN TENTANG KEBERHASILAN KEBIJAKAN KEMITRAAN USAHA BESAR-MENENGAH-KECIL - PENGEMBANGAN METODOLOGI EVALUASI KEBIJAKAN DAN PENERAPANNYA PADA PROGRAM TEBU RAKYAT INTENSIFIKASI	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
753	ANALISIS KEBIJAKAN PENETAPAN TARIF RAWAT INAP KELAS III DI RSUP Dr. HASAN SADIKIN BANDUNG	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
755	ANALISIS PENGARUH KOMPONEN TEKNOLOGI-TECHNOWARE, HUMANWARE, INFORWARE DAN ORGAWARE-TERHADAP FAKTOR UTAMA DAYA SAING INDUSTRI KECIL	Sistem Industri dan Rantai Nilai	2	daya saing	Sistem Manufaktur	1	industri	True
756	STUDI KEBIJAKAN KETENAGALISTRIKAN NASIONAL BERDASARKAN PENGGUNAAN SUMBER DAYA ENERGI DENGAN METODOLOGI DINAMIKA SISTEM	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
775	PENGEMBANGAN MODEL LOGIT PENINGKATAN NILAI TAMBAH INDUSTRI PENGOLAHAN KULIT	Sistem Industri dan Rantai Nilai	2	nilai tambah	Sistem Manufaktur	1	industri	True
796	STUDI PENERAPAN SERTIFIKASI ISO9000 DI PDAM TIRTANADI MEDAN	Sistem Industri dan Rantai Nilai	2	sertifikasi		0		False
807	PERANCANAAN SISTEM PENDUKUNG KEPUTUSAN UNTUK PERENCANAAN KEBUTUHAN ALAT-ALAT BERAT PADA PERUSAHAAN KONTRAKTOR PERTAMBANGAN (STUDI KASUS : PENAMBANGAN BATUBARA TAMBANG TERBUKA)	Sistem Industri dan Rantai Nilai	2	batubara	Sistem Informasi dan Keputusan	2	sistem pendukung keputusan	True
814	PENGARUH LINGKUNGAN BELAJAR DAN BUDAYA TRANSFORMASIONAL TERHADAP PROSES TRANSFORMASI POTENSI ETIKAL INDIVIDU MENJADI MODAL KREDIBILITAS KELOMPOK	Sistem Industri dan Rantai Nilai	2	lingkungan	Manajemen Industri	1	transformasi	True
825	KEBIJAKAN PENGEMBANGAN INDUSTRI TEPUNG TAPIOKA DENGAN MEMPERTIMBANGKAN ASPEK EKONOMI DAN LINGKUNGAN (Studi Kasus : Industri Tepung Tapioka Di Propinsi Lampung)	Sistem Industri dan Rantai Nilai	4	lingkungan;kebijakan;ekonomi	Sistem Manufaktur	1	industri	False
838	STRATEGI DAN KEBIJAKAN INDUSTRI BIODIESEL DI INDONESIA DENGAN MENGGUNAKAN METODE BACKCASTING	Sistem Industri dan Rantai Nilai	2	strategi;kebijakan	Sistem Manufaktur	1	industri	True
847	IDENTIFIKASI FAKTOR LINGKUNGAN INDUSTRI PERIKANAN SEKTOR EKSPOR IKAN DAN TANAMAN HIAS LAUT DI PROPINSI BALI (SUATU PENDEKATAN PROSES OPERASI)	Sistem Industri dan Rantai Nilai	4	lingkungan;ekspor	Sistem Manufaktur	1	industri	False
851	HUBUNGAN ANTARA ECONOMIC VALUE ADDED DENGAN MARKET VALUE ADDED DAN IDENTIFIKASI VARIABEL-VARIABEL YANG MEMPENGARUHI ECONOMIC VALUE ADDED : studi kasus perusahaan-perusahaan di PT. Bursa Efek Jakarta	Sistem Industri dan Rantai Nilai	1	economic		0		False
858	IDENTIFIKASI FAKTOR DOMINAN IKLIM ORGANISASI DAN PERFORMANSI PENGAJARAN DOSEN PADA FAKULTAS-FAKULTAS DI LINGKUNGAN UNIVERSITAS ISLAM SUMATERA UTARA	Sistem Industri dan Rantai Nilai	2	lingkungan	Manajemen Industri	1	organisasi	True
869	ANALISIS KEBIJAKAN PENGELOLAAN SEKTOR PERIKANAN LAUT JAWA BARAT : PERSPEKTIF ASPEK KOMERSIAL	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
870	KAJIAN KEBIJAKAN PENGEMBANGAN TAMBAK UDANG YANG BERKELANJUTAN PADA EKOSISTEM DELTA MAHAKAM	Sistem Industri dan Rantai Nilai	3	berkelanjutan;kebijakan		0		False
871	STRATEGI PENGEMBANGAN BISNIS PERIKANAN LAUT JAWA BARAT	Sistem Industri dan Rantai Nilai	1	strategi	Manajemen Industri	1	strategi	True
873	ANALISIS PENGARUH FAKTOR DAYA SAING INDUSTRI KECIL TERHADAP PERFORMANSI INDUSTRI KECIL DALAM UPAYA PENINGKATAN KEBERHASILAN PENGEMBANGAN INDUSTRI KECIL ( STUDI KASUS : INDUSTRI TEKSTIL KABUPATEN BANDUNG )	Sistem Industri dan Rantai Nilai	2	daya saing	Sistem Manufaktur	1	industri	True
876	DAMPAK KELENGKAPAN SISTEMIK SISTEM INFORMASI TERHADAP PENGARUH LINGKUNGAN BELAJAR PADA PROSES TRANSFORMASI POTENSI INTELEKTUAL INDIVIDU MENJADI MODAL INTELEKTUAL KELOMPOK	Sistem Industri dan Rantai Nilai	2	lingkungan	Sistem Informasi dan Keputusan	2	sistem informasi	True
884	PENENTUAN PRIORITAS PENGEMBANGAN LAPANGAN CALON TAMBANG BATUBARA DENGAN METODA KOMBINASI ANTARA PROSES HIRARKI ANALITIK DAN PROMETHEE DI PT. TAMBANG BATUBARA BUKIT ASAM (PERSERO)	Sistem Industri dan Rantai Nilai	2	batubara	Sistem Informasi dan Keputusan	1	analitik	True
898	PENGEMBANGAN METODOLOGI PERENCANAAN STRATEGI PERUSAHAAN ( STUDI KASUS : PERUM XYZ )	Sistem Industri dan Rantai Nilai	1	strategi	Manajemen Industri	1	strategi	True
912	ANALISIS INVESTASI PADA PROYEK AGROINDUSTRI DENGAN SIMULASI MONTE CARLO KAJIAN DARI KRITERIA RESIKO FINANSIAL : Studi kasus pada budidaya tambak udang sistem intensif	Sistem Industri dan Rantai Nilai	2	agroindustri	Manajemen Industri	2	investasi	True
917	STUDI MENGENAI POLA TRANSFER TEKNOLOGI PADA INDUSTRI KECIL DAN MENENGAH KARET DAN LOGAM	Sistem Industri dan Rantai Nilai	2	karet	Sistem Manufaktur	1	industri	True
925	KONSEPTUALISASI MODEL BISNIS WEB STUDI ANALITIS 17 SITUS PILIHAN	Sistem Industri dan Rantai Nilai	2	model bisnis	Sistem Informasi dan Keputusan	1	web	True
945	PERENCANAAN DAN IMPLEMENTASI AKUISISI DATA TEMPERATUR	Sistem Industri dan Rantai Nilai	2	akuisisi		0		False
971	ANALISIS KEBIJAKAN PENGELOLAAN SEKTOR PERIKANAN LAUT JAWA BARAT: Perspektif Aspek Komersial	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
973	ANALISIS PENGARUH KEBIJAKAN INVESTASI PEMERINTAH DAERAH TERHADAP PERTUMBUHAN EKONOMI DAERAH	Sistem Industri dan Rantai Nilai	4	pertumbuhan;kebijakan;pemerintah;ekonomi	Manajemen Industri	2	investasi	False
975	PEMERINGKATAN DAN PROFIL DAYA SAING DAERAH KABUPATEN/KOTA DI JAWA BARAT	Sistem Industri dan Rantai Nilai	2	daya saing		0		False
977	PERUMUSAN KERANGKA KEBIJAKAN MAKRO PENGEMBANGAN PARIWISATA KOTA BANDUNG	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
980	ARAHAN KEBIJAKAN PENGURUSAN HUTAN DI DAERAH ALIRAN SUNGAI CITARUM BAGIAN HULU JAWA BARAT	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
985	KEBIJAKAN PENGGANTIAN BERDASARKAN OPORTUNITAS UNTUK SISTEM YANG SIKLUS HIDUPNYA PENDEK	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
986	PENGARUH RASA SALING PERCAYA DAN PENINGKATAN KUALITAS LINGKUNGAN BELAJAR TERHADAP PROSES TRANSFORMASI KOMPETENSI INTELEKTUAL INDIVIDU MENJADI MODAL INTELEKTUAL KELOMPOK	Sistem Industri dan Rantai Nilai	2	lingkungan	Manajemen Industri	1	transformasi	True
989	ANALISA KEBIJAKAN PENETAPAN TARIF KELAS RAWAT INAP RUMAH SAKIT SWASTA DI BANDUNG	Sistem Industri dan Rantai Nilai	1	kebijakan		0		False
994	PENGEMBANGAN MODEL PENGENDALIAN NILAI TUKAR RUPIAH DALAM MENCIPTAKAN KESEIMBANGAN EKSTERNAL MAKRO EKONOMI INDONESIA: Studi Kasus Data periode 1992 1999	Sistem Industri dan Rantai Nilai	1	ekonomi	Manajemen Industri	1	nilai	True
1002	KARAKTERISTIK DOMINAN KOMODITAS USAHA INDUSTRI KECIL SUKSES: Studi Kasus Komoditas Kulit, Logam, Konfeksi dan Meubel di Perkampungan Industri Kecil Pulogadung Jakarta Timur	Sistem Industri dan Rantai Nilai	2	komoditas	Sistem Manufaktur	1	industri	True
1004	OPTIMASI PENGEMBANGAN PRODUKSI PANGAN DAN AGROINDUSTRI DENGAN MEMPERHATIKAN ASPEK KONVERSI LAHAN SAWAH MEMAKAI MODEL IO-MOGP	Sistem Industri dan Rantai Nilai	2	agroindustri	Sistem Manufaktur	1	produksi	True
1032	PENGARUH FAKTOR-FAKTOR YANG BERKAITAN DENGAN HASIL EVALUASI PRESTASI AKADEMIK MAHASISWA PADA SUATU ORGANISASI PERGURUAN TINGGI YANG MENYELENGGARAKAN SISTEM KREDIT SEMESTER: Studi Kasus Fakultas Ekonomi Universitas Airlangga	Sistem Industri dan Rantai Nilai	1	ekonomi	Manajemen Industri	1	organisasi	True
1033	MEMBANDINGKAN BERBAGAI TINGKAT STATUS PERGURUANTINGGI SWASTA (PTS) MENURUT PANDANGAN NORMAN (PEMERINTAH) DAN PERSEPTIF (PENGELOLA)	Sistem Industri dan Rantai Nilai	1	pemerintah		0		False
1034	MEMBANDINGKAN BERBAGAI TINGKAT STATUS PERGURUAN TINGGI SWASTA (PTS) MENURUT PANDANGAN NORMATIF (PEMERINTAH) DAN PERSEPTIF (PENGELOLA)	Sistem Industri dan Rantai Nilai	1	pemerintah		0		False
1037	IDENTIFIKASI ELEMEN - ELEMEN LINGKUNGAN YANG DOMINAN PADA TAHAP PELAKSANAAN KONSTRUKSI	Sistem Industri dan Rantai Nilai	2	lingkungan		0		False
1048	PENGARUH LINGKUNGAN TERHADAP ORGANISASI BERDASARKAN TEORI LAWRENCE & LORSCH PADA PT. I R T I, JAKARTA SETELAH HAPUSNYA PERJUDIAN	Sistem Industri dan Rantai Nilai	2	lingkungan	Manajemen Industri	1	organisasi	True
1054	Pengaruh Rasa Saling Percaya untuk meningkatkan kualitas lingkungan Belajar untuk merealisasikan proses transformasi potensi etikal individu menjadi modal kredibilitas organisasi	Sistem Industri dan Rantai Nilai	2	lingkungan	Manajemen Industri	2	organisasi;transformasi	True
1056	Dampak Kelengkapan Sistemik Sistem Informasi Terhadap Pengaruh Lingkungan Belajar Pada Proses Transformasi Potensi Intelektual Individu Menjadi Modal Intelektual Kelompok	Sistem Industri dan Rantai Nilai	2	lingkungan	Sistem Informasi dan Keputusan	2	sistem informasi	True
1058	Proses transformasi potensi sosial individu menjadi modal sosial kelompok yang dipengaruhi lingkungan belajar dengan arahan pemimpin visioner: studi Kasus PT.Indosat, PT.Timah dan Bank Indonesia.	Sistem Industri dan Rantai Nilai	4	lingkungan;timah	Manajemen Industri	1	transformasi	False
1070	Analisis pengaruh kebijakan ekonomi makro terhadap pertumbuhan sektor pertanian.	Sistem Industri dan Rantai Nilai	3	pertumbuhan;kebijakan;ekonomi		0		False
1077	Analisis penerapan pajak royalti batubara di Indonesia	Sistem Industri dan Rantai Nilai	2	batubara		0		False
1078	Analisa dampak kebijakan fiskal terhadap keseimbangan internal ekonomi makro Indonesia.	Sistem Industri dan Rantai Nilai	2	kebijakan;ekonomi		0		False
